stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,20.43,0,0,0,0,0,0,4.09,0,4.09,0,0,0,0,0,0,8.17,49.04,0,0,0,0,28.6,404.55,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,8.56,3.21,0,7.49,2.14,2.14,0,1.07,0,0,0,0,0,0,0,3.21,0,18.19,11.77,1.07,21.4,0,5.35,0,0,103.77,117.68,0,3.21,0,18.19,1.07,0,12.84,1.07,1.07,0,0,0
21Day,14.72,4.02,0,32.12,1.34,12.05,0,10.71,0,0,0,0,0,1.34,0,9.37,1.34,0,5.35,6.69,34.8,0,0,4.02,0,21.42,41.49,0,0,0,4.02,5.35,5.35,8.03,2.68,2.68,0,0,2.68
3Month,0,0.96,0.96,18.56,0,0,0.96,2.88,0.32,0.64,0.96,0,0,38.71,2.24,3.84,4.8,0.96,7.68,3.84,3.84,1.6,0.32,0.32,1.28,0,0.96,1.28,0.64,0,0.32,0.96,62.39,0,0,0,0.96,8,6.72
22Month,0,1.64,0,5.47,0,0,1.09,2.19,0,0.55,2.73,4.37,0,110.42,1.09,10.39,9.29,1.09,1.64,8.2,4.92,0,3.83,0,1.09,0.55,0.55,0.55,1.64,1.09,0.55,0,5.47,0,0,0,0,0,0.55
