stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,12.26,228.84,0,0,0,0,0,0,0,0,4.09,0,0,0
72hpf,4.28,0,0,4.28,0,25.67,0,1.07,0,0,0,0,0,1.07,0,0,7.49,2.14,11.77,0,1.07,0,277.08,50.28,0,0,16.05,2.14,0,38.51,5.35,0,1389.66,0,0,0
21Day,10.71,0,0,29.45,2.68,29.45,0,6.69,0,0,0,0,0,4.02,4.02,2.68,6.69,2.68,25.43,0,2.68,0,85.67,22.76,1.34,1.34,10.71,10.71,0,1.34,4.02,13.39,819.18,2.68,0,8.03
3Month,0,0.32,0,0.64,0,0,0,0,0.64,0.64,0,1.6,0.32,0,0.96,0,0,0,0.64,0,0,0,0,0,0,0,0,0,4.16,1.28,0.32,0,6.4,0,0.64,0.64
22Month,0,3.28,0.55,3.28,0.55,0,0.55,0,1.64,2.73,1.64,74.35,0.55,0.55,1.64,1.64,1.09,1.09,2.19,0.55,0,0.55,1.09,0,0,0,0,0.55,7.65,20.77,0.55,0,16.4,0,0,1.09
