stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,4.09,8.17,8.17,8.17,0,0,0,0,4.09,24.52,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,6.42,3.21,1.07,0,0,0,0,0,0,0,0,0,0,0,5.35,20.33,3.21,5.35,0,0,0,0,25.67,14.98,0,0,0,24.61,0,0,0,1.07,0,1.07,0,0,0
21Day,1.34,0,0,22.76,1.34,4.02,0,1.34,0,0,0,0,0,0,0,6.69,0,8.03,13.39,6.69,12.05,0,0,1.34,0,13.39,2.68,0,0,0,5.35,0,0,0,2.68,0,1.34,0,0,6.69
3Month,0.32,2.88,1.6,62.07,0,0,2.24,1.28,0.32,17.28,19.2,0,0,33.59,32.31,3.52,8.96,32.95,21.12,23.36,18.56,1.92,0,11.52,2.56,1.6,0.32,1.6,3.2,0,1.92,2.24,0.32,19.2,0.32,0,1.92,3.2,8.32,25.6
22Month,0.55,4.92,0.55,23.51,0,0,0.55,1.09,0,10.93,83.64,12.03,0,109.88,18.04,7.11,12.03,7.65,6.56,45.37,20.77,0.55,2.19,2.73,0,2.19,1.09,3.83,4.37,0.55,1.64,0.55,0,2.73,2.19,1.09,0,0,1.09,12.03
