stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,44.95,61.3,0,163.46,8.17,4.09,0,0,0,0,0,0,4.09,0,0,0,0,20.43,187.97,93.99,604.79,0,0,0,4.09,122.59,7670.18,0,0,93.99,0,0,4.09,0,0,4.09,0,0,0
72hpf,114.47,33.16,0,139.07,17.12,119.82,0,12.84,0,0,1.07,0,0,2.14,0,26.74,0,100.56,196.84,8.56,507.08,0,16.05,9.63,5.35,1378.96,6190.88,3.21,12.84,266.38,14.98,2.14,176.52,3.21,4.28,16.05,0,0,0
21Day,330.62,22.76,6.69,422.98,16.06,915.56,0,444.39,0,2.68,10.71,4.02,0,21.42,5.35,317.23,26.77,37.48,105.74,92.36,1068.15,0,1.34,113.78,2.68,413.61,2034.57,2.68,10.71,353.37,116.45,18.74,295.82,21.42,46.85,16.06,2.68,0,73.62
3Month,1.92,3.2,2.88,107.18,0.64,0,2.24,10.24,0,7.04,26.56,0,0,26.24,18.88,17.92,20.8,6.72,17.28,19.2,24.96,2.56,0.32,7.04,6.72,2.24,10.56,3.2,0,0.96,4.8,405.06,0.32,0,0,0.64,23.68,39.99,89.91
22Month,1.09,12.57,3.83,81.45,0,0,6.56,9.29,0.55,13.12,77.62,10.93,0,145.96,28.97,86.92,59.04,2.73,6.56,78.72,18.59,0.55,6.56,10.39,1.09,2.19,3.28,6.01,1.09,0,0.55,90.74,1.09,0.55,0,0.55,1.09,0,59.59
