stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,28.6,8.17,0,28.6,0,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,0,49.04,0,0,0,0,61.3,388.21,4.09,0,0,0,0,0,0,0,4.09,0,0,0
72hpf,68.47,13.91,0,39.58,11.77,50.28,0,0,0,0,1.07,0,0,0,2.14,1.07,23.54,95.21,3.21,101.63,0,4.28,4.28,1.07,5863.53,226.8,12.84,13.91,100.56,2.14,1.07,72.75,9.63,11.77,16.05,0,0,0
21Day,25.43,4.02,1.34,46.85,1.34,44.17,0,8.03,0,0,1.34,0,4.02,1.34,8.03,6.69,4.02,41.49,6.69,117.79,0,0,16.06,0,1812.37,108.42,13.39,10.71,54.88,36.14,5.35,36.14,16.06,25.43,9.37,0,0,6.69
3Month,1.28,5.44,0.64,64.95,1.92,0,1.28,0.64,0.64,6.4,7.36,0,101.1,6.4,1.28,39.67,5.76,24.96,7.04,58.55,14.4,0.64,3.52,8.32,83.83,5.76,41.91,10.88,5.76,6.08,235.16,6.08,0.96,0,2.88,7.36,51.51,9.28
22Month,1.64,8.2,2.19,41,2.19,0,1.64,0,1.09,5.47,8.75,17.49,265.67,3.28,4.92,40.45,1.09,10.93,4.92,83.09,5.47,12.57,3.28,0,66.69,4.37,50.84,21.32,7.11,0.55,79.81,37.72,12.03,0,1.64,3.83,1.09,3.83
