stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,0,93.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,0,2.14,0,0,0,0,0,0,0,0,0,0,1.07,0,0,2.14,178.66,1.07,0,1.07,0,0,3.21,1.07,0,0,5.35,0,0,0,0,0,0,0,0,0,0
21Day,4.02,0,0,9.37,0,4.02,0,0,0,0,0,0,0,6.69,1.34,9.37,4.02,0,8.03,1200.66,6.69,0,0,2.68,0,8.03,8.03,0,1.34,8.03,37.48,0,0,0,0,10.71,0,0,0,4.02
3Month,4.8,14.4,3.52,64.31,1.6,0,4.8,0.32,0.64,11.2,35.51,0,0,115.82,37.43,4.8,43.51,11.2,21.44,7235.97,28.16,5.44,0.96,8.64,12.48,3.52,0.96,6.08,4.48,0.96,40.31,0.64,24.64,1.28,0.64,0,0.32,11.2,22.72,27.52
22Month,2.73,19.13,3.83,24.6,0.55,0,2.73,1.64,0,3.28,124.64,3.83,0,133.38,20.77,10.39,17.49,1.64,6.56,9432.53,33.35,2.19,12.57,5.47,2.73,4.37,0.55,2.19,22.41,0.55,14.21,0.55,16.95,3.28,16.95,0,1.09,2.19,2.19,27.33
