stage,Endothelial_cell,Epithelial_cell,Erythrocyte,Erythroid_progenitor_cell,Hatching_gland,Hepatocyte,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Neural_cell,Neural_progenitor_cell,Osteoblast,Radial_glia,Retinal_pigment_epithelial_cell
24hpf,4.09,0,0,0,4.09,0,0,4.09,4.09,16.35,4.09,69.47,0,0,0
72hpf,0,0,0,0,0,0,1.07,0,0,1.07,3.21,7.49,1.07,0,1.07
21Day,0,1.34,1.34,1.34,0,1.34,0,1.34,1.34,1.34,0,0,2.68,1.34,0
