stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,4.09,0,16.35,0,0,0,0,0,0,0,8.17,0,0,0,0,0,8.17,8.17,16.35,0,0,0,0,8.17,57.21,0,0,4.09,0,0,0,0,0,0,0,0,0,0
72hpf,0,3.21,0,10.7,2.14,14.98,0,0,0,0,0,0,0,0,0,0,4.28,35.3,1.07,27.81,0,1.07,2.14,0,16.05,31.02,1.07,1.07,42.79,1.07,0,0,21.4,1.07,0,4.28,0,0,0
21Day,10.71,5.35,0,25.43,0,16.06,0,5.35,0,0,0,0,2.68,0,8.03,2.68,1.34,21.42,12.05,41.49,0,1.34,5.35,0,6.69,25.43,1.34,0,8.03,5.35,0,0,4.02,2.68,2.68,5.35,0,0,9.37
3Month,0.64,12.8,0.64,29.76,0,0,0,1.6,4.16,7.04,0,0,33.27,16.64,5.12,10.24,1.92,11.2,10.88,25.6,8,0.32,1.92,0.32,0.64,0,1.28,5.44,2.56,0.96,0.32,2.24,0.64,0,0,0.96,3.52,1.6,9.92
22Month,0.55,31.16,0.55,21.87,0,0,1.09,0.55,2.19,6.01,28.97,0,60.68,1.64,5.47,20.23,0,3.28,13.67,38.27,2.73,3.83,0.55,0,0,0.55,2.73,6.56,0,0,0,0.55,9.29,0,0,0.55,1.09,0,5.47
