stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,12.26,0,0,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,4.28,0,0,1.07,2.14,1.07,0,0,0,0,0,0,0,0,0,0,1.07,0,5.35,0,0,0,0,85.58,7.49,1.07,0,0,4.28,0,0,1.07,0,0,0,0,0,0
21Day,46.85,1.34,0,4.02,4.02,5.35,0,1.34,0,0,0,0,2.68,0,0,0,2.68,0,20.08,0,1.34,2.68,0,109.76,8.03,1.34,2.68,0,10.71,6.69,0,4.02,54.88,76.3,1.34,0,0,0
3Month,6.08,0.96,0,2.88,1.6,0,0.64,0.64,0,0,1.92,0,4.48,0.64,1.92,0,1.28,1.28,3.52,0.64,0,0.64,2.56,7.04,0.32,3.52,0.32,0,0,0,4.16,3.84,2.56,0.32,0,3.2,0.64,0
22Month,2.73,4.92,1.09,4.37,1.09,0,0,0.55,0.55,0.55,4.92,2.19,23.51,1.64,2.19,0.55,0.55,1.64,3.83,0,0,2.19,0,13.67,0.55,7.11,0.55,0.55,0,0.55,7.65,18.59,95.12,0,0,0,0,1.09
