stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,18364.3,16.35,0,53.12,0,0,0,0,0,0,16.35,0,0,0,0,4.09,24.52,28.6,147.11,0,0,0,0,32.69,592.53,0,0,28.6,0,0,0,0,0,4.09,0,0,0
72hpf,44585.69,70.61,0,190.42,40.65,302.75,7.49,0,5.35,0,0,6.42,0,4.28,3.21,65.26,514.57,47.07,544.52,0,20.33,19.26,7.49,2738.67,1275.19,11.77,18.19,587.32,10.7,1.07,230.01,31.02,48.14,33.16,0,0,1.07
21Day,29538.75,61.57,37.48,1009.25,45.51,686.67,85.67,6.69,45.51,0,0,265.03,44.17,303.85,159.29,73.62,515.34,195.43,1236.8,1.34,0,147.24,10.71,1310.42,584.94,25.43,42.83,436.36,388.17,8.03,92.36,95.04,461.79,49.53,5.35,1.34,191.41
3Month,235.8,2.56,0.96,15.04,0,0,0,0.64,4.8,2.88,0,30.08,5.76,2.24,7.04,0.32,5.76,3.84,7.04,0.96,0.32,2.24,1.28,6.4,0.64,0.32,1.28,3.2,1.6,34.23,0.32,0,0.32,0.32,8.64,7.36,1.92
22Month,30.07,1.09,0.55,3.28,0,0,0,0,3.83,1.09,0,30.61,2.19,1.09,2.73,0.55,2.19,6.01,5.47,0,1.64,0.55,0,1.09,1.09,1.09,0.55,1.09,0.55,37.72,0.55,2.73,0,0,1.09,0,0
