stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,4.09,8.17,0,0,0,0,0,0,0,0,16.35,0,0,0,0,0,0,36.78,28.6,0,0,0,0,28.6,318.74,8.17,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,10.7,3.21,2.14,4.28,10.7,0,0,0,0,0,0,0,0,0,1.07,0,2.14,31.02,2.14,6.42,0,0,1.07,0,1035.56,57.77,4.28,2.14,0,19.26,0,0,20.33,1.07,0,0,0,0,0
21Day,2.68,2.68,9.37,0,9.37,0,4.02,0,0,9.37,0,0,0,0,16.06,0,0,4.02,5.35,40.16,0,0,4.02,0,384.16,20.08,4.02,6.69,0,4.02,14.72,1.34,9.37,0,2.68,2.68,0,0,5.35
3Month,0,8,9.28,1.28,0,0,0,0.64,1.92,38.07,0,0,10.88,10.24,0.32,2.56,0.64,2.24,3.2,28.48,8.32,0,0.32,0.32,8.64,0.32,8.64,1.6,0,1.92,1.28,4.16,0.96,0,0,0,2.56,1.92,3.2
22Month,0,18.59,16.95,0.55,0,2.19,0.55,0,0.55,146.5,3.28,0,31.71,6.01,4.92,4.37,0,1.09,7.65,36.08,2.73,1.09,2.73,0,7.65,0.55,5.47,13.12,2.19,1.64,1.09,28.43,5.47,0.55,0,0.55,2.19,0,2.19
