stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,16.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.35,220.67,4.09,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,1.07,0,4.28,4.28,2.14,0,1.07,0,0,0,0,0,0,0,0,5.35,11.77,0,6.42,0,0,0,1.07,72.75,35.3,0,1.07,10.7,1.07,0,2.14,0,0,0,0,0,0
21Day,17.4,1.34,0,20.08,1.34,21.42,0,14.72,0,2.68,0,2.68,1.34,0,20.08,1.34,1.34,8.03,2.68,34.8,0,1.34,2.68,1.34,56.22,29.45,1.34,0,12.05,6.69,1.34,10.71,1.34,4.02,0,0,0,8.03
3Month,0.96,4.16,0.64,49.27,0.96,0,1.28,0.32,0.32,8.32,9.92,0,53.75,10.56,2.24,20.48,2.88,24.96,7.04,25.92,3.84,0,2.88,2.88,2.88,0.96,4.16,1.28,0.64,1.28,15.36,1.6,0,0,0.32,4.16,2.88,13.44
22Month,0.55,8.75,2.19,27.88,1.09,0,0.55,0,0,6.56,12.03,3.83,106.05,9.84,7.11,29.52,0,11.48,15.31,15.85,1.64,5.47,2.73,0.55,0.55,1.09,5.47,1.09,2.19,1.09,3.28,3.83,0.55,0,0.55,1.64,0,6.56
