stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,16.35,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,8.17,0,0,0,0,0,412.73,0,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,0,0,0,5.35,1.07,3.21,0,0,0,0,0,0,0,0,0,0,5.35,2.14,2.14,128.37,0,0,0,0,85.58,43.86,0,1.07,0,4.28,0,0,4.28,1.07,2.14,0,0,0
21Day,2.68,0,0,21.42,0,5.35,0,2.68,0,1.34,0,0,1.34,0,4.02,0,0,9.37,1.34,42.83,0,0,2.68,0,29.45,8.03,0,0,0,5.35,2.68,4.02,0,0,0,0,0,9.37
3Month,0.32,0.96,0.32,13.12,0,0,1.6,0.64,1.6,5.44,0.32,0,14.08,3.84,0.96,6.72,0.64,2.24,2.56,24.64,0.64,0,0.96,0.96,0.32,0.32,0.64,0.64,0,0,1.6,246.36,0.32,0,0,1.6,164.77,50.87
22Month,0,0,0.55,9.29,0,0,1.09,0,1.64,4.37,2.73,0,27.33,1.64,1.09,4.92,2.19,1.09,7.11,30.07,0,0.55,0.55,0,1.09,0,0,1.09,0.55,0,0,74.89,0,0,0,0,0.55,28.97
