stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,4.09,0,0,0,0,0,0,12.26,4.09,0,0,0,8.17,8.17,32.69,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,1.07,0,4.28,2.14,1.07,1.07,0,0,0,0,0,0,0,0,5.35,4.28,0,1.07,0,1.07,0,0,25.67,6.42,1.07,0,0,2.14,0,0,2.14,0,0,1.07,0,0,0
21Day,6.69,0,0,24.09,1.34,1.34,1.34,0,0,0,0,5.35,1.34,5.35,2.68,2.68,12.05,2.68,12.05,0,0,2.68,0,18.74,13.39,1.34,1.34,0,5.35,2.68,0,13.39,0,1.34,1.34,0,0,2.68
3Month,0.64,0.32,0.32,14.4,0,0,0,3.52,2.56,0,0,78.71,2.24,0.96,10.24,1.92,5.76,3.84,2.88,1.28,0,1.6,6.4,0,0,0.64,0.32,0,0.32,1.92,18.88,1.6,0,0,0,1.6,8.64,3.52
22Month,0,2.19,1.64,6.56,0,0,0.55,2.19,6.01,7.11,0,147.6,0.55,0,9.84,0,0,7.65,5.47,0,4.37,1.64,0.55,0.55,0,0.55,0.55,1.09,0.55,0.55,1.64,1.09,0.55,0,0,1.09,0,2.73
