stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.21,0,0,0,0,0,0,0,0,0,0,0,1.07
21Day,1.34,0,0,0,0,8.03,0,0,0,0,0,0,0,16.06,0,0,0,0,0,0,0,0,0,4.02,1.34,0,0,0,1.34,0,0,0,0,0,0,119.13
3Month,0.64,1.28,0.64,18.56,0.32,0,0,1.28,1.92,13.44,0,25.6,9.6,2.56,8.64,1.28,7.68,6.08,9.92,1.92,0,2.24,1.28,0.64,0.32,0.96,0.32,0.32,2.88,4.48,0,0,0,2.24,0.96,116.14
22Month,0.55,6.01,1.64,12.03,0,0,1.09,0.55,2.19,36.08,4.37,106.05,6.56,3.83,14.21,0,2.73,11.48,12.57,0,2.19,2.73,0.55,2.19,1.09,0.55,2.19,0,0,1.09,0.55,0.55,1.09,1.09,0,124.64
