stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12.26,24.52,0,16.35,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,4.09,93.99,0,0,0,0,8.17,416.81,0,0,20.43,0,0,0,0,0,0,12.26,0,0,0
72hpf,38.51,24.61,0,12.84,6.42,2.14,0,3.21,0,0,0,0,0,0,5.35,0,2.14,16.05,1.07,207.54,0,1.07,19.26,0,53.49,213.96,0,0,216.1,0,0,0,16.05,1.07,0,28.88,0,0,0
21Day,21.42,9.37,2.68,14.72,0,12.05,0,12.05,0,0,1.34,2.68,2.68,1.34,5.35,0,1.34,10.71,2.68,373.45,0,0,107.08,0,17.4,49.53,1.34,0,156.61,21.42,0,1.34,8.03,2.68,2.68,9.37,1.34,0,9.37
3Month,1.92,17.6,0.32,23.36,0.32,0,0.32,0.64,0,2.88,16.32,0.32,41.27,8.96,1.92,7.04,0.96,9.6,11.52,112.62,10.88,0,8,0.64,1.6,0.32,1.92,0.32,14.4,4.16,0.32,63.99,0.96,0,0,0.96,300.11,37.43,10.24
22Month,1.64,56.85,0.55,15.31,0,0,1.64,1.64,0.55,4.92,19.68,90.2,98.94,6.01,2.73,6.01,0,1.09,14.76,102.22,1.64,4.37,23.51,0,3.28,2.19,1.64,2.19,7.11,0.55,0,30.07,1.64,0.55,0,0,34.99,0,10.39
