stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
72hpf,1.07,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,24.61,2.14,0,0,0,0,0,0,1.07,0,0,0,1.07,0,0,0,0,0,0,0,0
21Day,0,0,1.34,85.67,0,4.02,0,1.34,0,2.68,0,0,0,0,8.03,4.02,1.34,18.74,80.31,5.35,0,0,0,0,2.68,0,0,0,0,0,1.34,0,0,2.68,0,0,0,6.69
3Month,0.64,2.24,10.24,129.26,0,0,0,0.32,0,53.75,0.64,0,40.31,0.96,1.6,42.55,5.12,29.76,125.1,6.4,0.32,0,9.92,0.64,0.32,0.32,2.24,0.32,0,0,6.4,4.48,0,0,0.32,3.2,24.96,4.48
22Month,1.09,155.8,37.17,803.04,0.55,0,25.69,3.28,0.55,85.82,33.35,16.95,2151.09,14.76,101.68,265.67,9.84,506.75,516.04,986.16,24.6,15.31,31.71,0,4.92,0.55,18.59,1.09,3.28,3.83,6.56,7.11,27.33,1.64,1.09,5.47,0,65.05
