stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,24.52,69.47,0,8.17,0,0,0,0,0,0,8.17,0,0,0,0,0,0,0,49.04,16.35,0,0,0,0,24.52,65.38,0,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,2.14,0,2.14,0,0,0,0,1.07,0,0,0,1.07,0,0,5.35,3.21,5.35,0,1.07,0,0,242.84,29.95,0,0,0,4.28,0,0,0,0,0,2.14,0,0,0
21Day,5.35,1.34,0,12.05,5.35,5.35,0,1.34,0,0,6.69,0,1.34,0,6.69,0,0,1.34,2.68,10.71,0,0,0,0,120.47,9.37,0,4.02,0,4.02,9.37,0,2.68,2.68,0,0,0,0,4.02
3Month,8,3.84,5.44,57.91,1.6,0,1.28,1.6,0.32,12.8,18.56,0.32,209.57,35.51,8.64,49.91,5.76,16.64,26.24,17.92,3.2,0.64,3.84,8.96,8.64,0.64,11.52,1.28,0,1.28,14.4,0.32,1040.8,0.64,0.32,0.32,6.4,859.38,23.04
22Month,1.64,4.37,2.19,19.68,0.55,0,3.83,0,0,3.28,27.33,3.28,414.91,6.56,21.87,27.33,0,0.55,23.51,7.11,0.55,13.12,3.28,0,4.92,0,10.93,1.64,1.09,0,2.19,0,104.96,2.19,0.55,0,0.55,3.28,6.56
