stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2643.9,4.09,0,8.17,0,0,0,0,0,0,16.35,0,0,0,0,0,0,20.43,85.81,0,0,0,4.09,73.56,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,1320.12,1.07,0,5.35,1.07,7.49,0,0,0,0,0,0,0,1.07,0,2.14,13.91,1.07,13.91,0,1.07,2.14,38.51,34.23,2.14,0,8.56,1.07,0,3.21,1.07,0,0,0,0
21Day,1450.97,1.34,2.68,10.71,6.69,14.72,0,2.68,0,0,0,2.68,0,1.34,1.34,0,14.72,2.68,16.06,0,2.68,0,28.11,16.06,0,0,12.05,14.72,0,0,25.43,1.34,0,0,0
3Month,39.35,0.32,0,18.56,0.32,0,0,0.32,11.52,1.6,0,4.8,1.92,0,2.24,0.64,21.12,1.6,3.52,0.64,0.32,2.88,0,0.96,0.32,0.64,0,0.32,17.28,0,0,0.32,0.32,0.32,0.32
22Month,26.79,0.55,1.09,3.83,0,0,0.55,0,4.37,0.55,0,14.21,0.55,0.55,1.64,3.83,7.11,2.73,8.2,0,0,0,0,0.55,0,0,0,0,6.01,0.55,0,0,0,0,1.09
