stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,32.69,32.69,0,134.85,24.52,8.17,0,4.09,0,0,0,4.09,0,0,0,0,20.43,138.94,143.02,343.26,0,4.09,0,0,85.81,3334.51,0,0,0,49.04,0,0,0,0,0,4.09,0,0,0
72hpf,34.23,14.98,0,64.19,2.14,34.23,0,5.35,0,1.07,0,1.07,0,0,6.42,0,41.72,80.23,17.12,256.75,0,11.77,4.28,0,512.43,1060.16,0,4.28,0,140.14,10.7,0,0,35.3,0,8.56,0,0,0
21Day,36.14,1.34,0,84.33,4.02,161.96,0,36.14,0,0,1.34,0,4.02,0,69.6,1.34,6.69,20.08,13.39,80.31,0,0,8.03,0,84.33,323.93,1.34,2.68,0,38.82,8.03,0,0,16.06,5.35,0,1.34,0,22.76
3Month,0.32,1.92,0.64,59.51,0.32,0,0.64,7.68,1.6,32.95,0,0,20.48,15.36,10.56,6.4,0.96,7.36,20.8,20.8,3.2,0,1.28,1.6,4.8,10.56,1.6,0.32,0,0,3.52,0.32,303.31,0.32,0,0.64,7.68,166.69,65.59
22Month,1.09,1.64,8.75,37.17,0,0,3.28,8.2,3.28,116.98,7.11,0,86.37,11.48,41,44.28,2.19,1.09,68.33,11.48,1.09,12.03,1.09,1.09,1.64,6.56,2.19,1.09,10.93,1.09,0.55,0,73.25,0,0,0.55,0,1.09,14.76
