stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,28.6,0,0,0,0,0,0,0,0,0,0,0,0,0,20.43,0,0,0,0,57.21,44.95,0,0,0,12.26,0,0,0,0,0,0,0,0
72hpf,1.07,5.35,0,9.63,6.42,2.14,0,0,0,0,0,0,0,0,0,50.28,0,50.28,0,0,0,0,23.54,12.84,0,0,0,31.02,0,0,4.28,0,0,0,0,0
21Day,4.02,0,0,40.16,0,2.68,0,0,0,0,0,0,0,1.34,2.68,28.11,2.68,139.21,0,0,0,0,13.39,4.02,0,0,0,17.4,4.02,0,0,1.34,2.68,0,0,0
3Month,1.28,4.8,0,103.34,0,0,0.32,1.92,5.44,0,10.56,3.2,0,4.8,1.28,24.96,3.2,49.59,15.68,0,3.2,1.92,4.48,0.32,0.64,0,0,0,0.96,15.04,0,0,0,3.52,2.88,3.84
22Month,0,15.31,2.73,86.92,0,0,1.09,1.09,19.68,7.11,66.69,5.47,3.28,12.03,1.09,26.79,6.56,140.49,4.37,3.28,3.83,0.55,1.09,0.55,3.28,2.19,0.55,0.55,0.55,7.65,1.64,1.64,0,1.64,0,4.92
