stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,8.17,0,0,0,0,4.09,24.52,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,0,2.14,1.07,0,0,0,0,0,0,1.07,3.21,1.07,0,0,0,0,0,208.61,4.28,0,0,4.28,0,0,3.21,0,0,0,0,0
21Day,0,1.34,0,1.34,0,2.68,0,0,0,0,0,0,0,1.34,0,2.68,0,0,0,0,69.6,2.68,0,0,4.02,1.34,0,0,1.34,1.34,0,0,0
3Month,0.32,2.56,0.32,2.56,0,0,4.16,0.64,0,25.6,1.92,1.92,0.32,1.6,1.92,4.16,0,0,0.32,0.64,3.52,0,1.92,4.48,0,0,4.48,0,0,0,1.28,2.24,1.92
22Month,2.73,1.09,0,4.92,0,0,3.28,1.64,0.55,52.48,1.64,5.47,0.55,0,1.64,11.48,1.09,1.64,0,0,3.28,1.64,2.73,37.72,0,0,9.84,1.09,0,0,0.55,0,0
