stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,20.43,8.17,0,0,0,0,12.26,61.3,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,2.14,0,3.21,3.21,0,1.07,0,0,0,0,0,1.07,0,11.77,9.63,0,6.42,0,1.07,0,0,42.79,32.09,0,0,0,13.91,1.07,0,5.35,0,0,2.14,0,0,0
21Day,8.03,0,2.68,20.08,10.71,0,6.69,0,0,1.34,14.72,1.34,6.69,95.04,4.02,5.35,4.02,24.09,0,0,8.03,1.34,38.82,8.03,1.34,1.34,0,13.39,10.71,0,4.02,1.34,1.34,1.34,0,0,6.69
3Month,0,3.84,5.12,29.12,0,1.92,0,18.88,8.32,0,259.48,8.64,0.64,218.85,3.84,3.84,16.96,17.28,5.44,0.32,4.48,70.07,2.56,0.32,4.48,0.96,0,0.96,6.4,9.6,0.64,0,0,0.64,5.12,32.95,5.12
22Month,0,5.47,6.01,14.76,0,1.64,0,14.21,25.69,3.83,553.76,13.12,3.28,319.25,0,2.19,32.8,14.21,0,6.01,3.28,2.73,2.19,0.55,3.83,5.47,0.55,0.55,1.09,4.37,2.19,1.09,0,0,0.55,0,3.28
