stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,5671.93,16.35,0,24.52,4.09,4.09,0,0,0,0,0,0,0,0,4.09,4.09,20.43,73.56,0,4.09,0,0,16.35,441.33,0,0,24.52,0,0,0,0,0,0,0,0,0
72hpf,4671.78,8.56,0,13.91,6.42,20.33,0,1.07,0,0,0,0,2.14,0,4.28,19.26,2.14,32.09,0,1.07,2.14,2.14,173.31,73.82,1.07,1.07,38.51,0,1.07,11.77,1.07,0,2.14,0,0,0
21Day,5360.83,5.35,4.02,87,6.69,68.27,0,12.05,1.34,2.68,14.72,1.34,12.05,22.76,6.69,29.45,16.06,95.04,0,0,17.4,0,111.1,41.49,1.34,4.02,32.12,42.83,0,10.71,8.03,34.8,2.68,0,0,17.4
3Month,285.71,2.24,0.64,7.36,3.84,0,0,0.32,0.64,5.76,9.28,3.84,0.96,2.56,0.64,3.84,3.2,26.56,10.24,0.32,0.64,1.28,3.2,0.64,0.64,0,0.64,0.64,9.28,0,0,0,0.64,0.96,4.16,1.28
22Month,125.18,5.47,0,9.29,0.55,0,1.64,0,0.55,2.73,33.89,3.83,0.55,2.19,0,0,1.09,49.2,1.64,0,1.09,0,0.55,1.09,4.92,0,0,0,25.15,1.09,0,0,1.64,0,0,1.09
