stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,11.77,1.07,0,55.63,1.07,13.91,0,0,0,0,0,0,0,0,3.21,3951.81,0,22.47,0,2.14,0,0,136.93,54.56,0,0,25.67,0,1.07,11.77,0,0,1.07,0,0,0
21Day,21.42,1.34,2.68,1144.45,1.34,41.49,0,2.68,0,1.34,13.39,1.34,5.35,5.35,2.68,3304.84,10.71,57.56,0,0,5.35,0,36.14,20.08,2.68,0,38.82,44.17,0,6.69,8.03,38.82,1.34,0,0,2.68
3Month,0,0.32,0.64,210.21,0.32,0,0,0,0.64,0.96,16.32,1.28,0,2.24,0.64,74.23,1.6,9.28,0.32,0,4.16,1.28,0.32,0.32,0.64,1.28,0,0.96,2.88,0,0.64,0,0,1.6,1.6,0.96
22Month,0,0,8.2,13.12,0,0,1.09,0.55,1.64,1.09,32.8,1.64,0,22.96,0.55,13.12,0,1.09,0,1.64,0.55,0,0,0,0.55,0,0,0,1.09,0,0,0,0,0,0,0
