stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,16.35,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,0,0,0,1.07,0,0,3.21,0,0,0,0,0,0,0
21Day,1.34,0,0,9.37,0,0,0,0,0,0,0,0,0,0,12.05,0,1.34,22.76,6.69,4.02,0,0,0,0,2.68,1.34,0,0,0,1.34,0,0,0,0,0,2.68
3Month,1.6,7.68,1.92,98.22,0.32,0,0.32,0.96,0,25.92,19.84,0.96,13.44,105.58,8.96,36.15,3.2,20.16,21.12,21.44,2.88,0.32,9.6,1.92,0.32,0,1.28,0.64,0.64,0,1.6,0,0,4.8,1.6,43.51
22Month,1.09,32.25,12.57,94.02,0,0,7.11,6.01,1.09,41.55,60.13,15.85,129.01,33.35,24.6,212.65,2.73,15.31,76.53,59.04,1.64,5.47,15.85,0,3.28,0,9.29,0.55,3.83,5.47,28.43,1.09,1.09,13.12,0,79.81
