stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,4.09,4.09,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,2.14,0,0,0,0,9.63,2.14,0,0,0,2.14,0,0,0,0,0,0,0
21Day,0,0,0,1.34,0,1.34,0,0,0,0,0,0,0,0,1.34,0,0,0,0,9.37,0,0,0,0,5.35,2.68,0,9.37,0,2.68,0,0,0,0,0,0,0
3Month,1.6,5.44,1.92,56.95,0.64,0,2.24,0.32,0.64,206.69,7.68,0.96,49.59,10.24,0.64,988.96,1.6,16,20.8,13.12,2.56,0,77.11,4.8,0.32,0.32,12.8,71.35,0,0,3.2,15.68,1.28,0.32,1.28,5.44,5.44
22Month,0.55,2.19,10.39,30.07,1.09,0,2.73,0,0,39.91,3.83,0.55,58.49,0.55,0.55,131.74,0,15.31,2.73,10.93,0,3.28,9.84,0,0.55,7.11,2.73,103.32,1.64,0,0,23.51,0,0.55,0,0,2.19
