stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,216.58,4.09,0,8.17,0,0,0,0,0,0,0,0,0,0,0,4.09,16.35,0,0,0,0,36.78,4.09,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,158.33,0,0,14.98,1.07,7.49,1.07,0,0,0,0,1.07,0,5.35,24.61,2.14,21.4,0,0,2.14,2.14,2388.84,81.3,3.21,16.05,24.61,1.07,0,34.23,0,1.07,5.35,0,0,0
21Day,153.93,0,0,9.37,0,16.06,4.02,0,1.34,1.34,0,6.69,4.02,2.68,4.02,8.03,21.42,0,0,0,0,547.46,28.11,4.02,14.72,9.37,17.4,0,6.69,2.68,8.03,2.68,0,0,5.35
3Month,0.32,0.32,0,7.04,0.64,0,0,0,1.28,15.36,2.24,0,2.56,0.32,1.28,6.08,5.44,0.64,0,0.32,1.28,17.28,0.32,5.12,28.8,0,0.64,24.32,0.32,0,0,0,0.64,23.68,2.24
22Month,1.64,3.83,0.55,4.37,0,0,0,1.09,4.92,59.59,2.73,1.09,3.83,1.09,2.73,22.96,4.92,0,1.64,0,0,13.67,1.09,6.01,132.84,0,0.55,20.77,0.55,0,0,0,1.09,0,0.55
