stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,8.17,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,1.07,0,4.28,1.07,7.49,0,0,0,1.07,0,0,0,2.14,0,7.49,32.09,3.21,1.07,0,0,1.07,0,37.44,5.35,0,1.07,0,4.28,3.21,0,2.14,3.21,2.14,0,1.07,0,0,0
21Day,6.69,0,1.34,40.16,0,17.4,0,2.68,0,5.35,0,0,1.34,26.77,16.06,2.68,26.77,26.77,10.71,0,0,0,0,50.86,9.37,2.68,4.02,0,2.68,4.02,0,4.02,5.35,2.68,2.68,1.34,0,0,24.09
3Month,0.32,11.52,2.56,113.26,0.96,0,1.28,0.96,21.76,62.71,0,83.83,50.23,6.4,94.07,11.52,25.28,45.43,15.68,1.92,0.32,8.32,9.92,6.4,0.96,9.92,8,0,0.32,4.16,0.32,56.63,0.64,0,0,0.96,6.4,120.94,47.35
22Month,0.55,30.07,3.28,53.03,1.09,0,1.64,0,15.85,69.97,18.59,226.86,25.15,11.48,79.26,3.83,5.47,50.84,20.77,1.09,4.92,3.83,0.55,3.83,0,8.2,14.76,2.19,1.64,1.64,0,33.35,7.11,2.19,0,0.55,2.73,0,28.97
