stage,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,16.35,4.09,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,3.21,16.05,0,0,0,0,1.07,0,0,0,0,0,1.07,2.14,33.16,1.07,0,4.28,0,3.21,21.4,3.21,1.07,0,0,2.14,0,0,1.07,0,1.07,1.07,0,0,0
21Day,0,0,13.39,8.03,1.34,0,0,0,0,0,4.02,0,0,0,0,1.34,22.76,1.34,0,1.34,0,0,8.03,0,0,0,0,1.34,2.68,0,0,0,1.34,0,0,0,0
3Month,1.6,2.24,99.5,3.2,0,1.92,0.64,2.56,7.68,0.32,368.9,8.32,0.64,16,16.96,8.32,35.83,13.76,2.56,0.64,1.92,29.44,13.44,0.32,3.2,2.56,0,0.64,8,57.59,0.64,0.32,0,1.28,3.52,1174.53,6.4
22Month,4.92,0.55,45.92,1.09,0,2.73,0,2.73,10.39,3.83,660.91,2.19,0.55,10.93,3.83,1.09,18.04,8.75,0,16.95,1.09,1.64,4.92,0,2.73,1.09,1.09,0,0.55,48.65,2.73,0.55,0,0.55,1.64,2.73,4.37
