stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,16.35,8.17,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,8.17,36.78,0,0,0,0,32.69,175.72,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,9.63,1.07,0,9.63,0,19.26,0,1.07,0,0,0,0,0,0,0,0,2.14,39.58,4.28,16.05,0,3.21,0,0,34.23,36.37,0,0,0,24.61,0,0,2.14,6.42,0,0,0,0,0
21Day,8.03,2.68,0,52.2,0,30.79,0,6.69,0,1.34,1.34,0,5.35,0,14.72,1.34,5.35,26.77,8.03,41.49,0,0,5.35,0,5.35,22.76,0,5.35,0,5.35,1.34,0,9.37,2.68,0,1.34,0,0,8.03
3Month,1.28,7.68,6.72,113.9,0.32,0,2.56,3.2,0.64,33.59,24.96,0,248.6,25.6,7.68,71.35,11.2,36.79,47.03,46.71,10.88,0.32,9.28,11.2,2.88,0.64,8.64,2.56,0,0.96,6.72,0.32,96.62,0.32,0,0.32,8.96,44.79,45.43
22Month,1.64,14.21,9.84,60.68,0.55,0,1.09,1.64,0,24.05,44.83,16.4,474.5,18.59,13.67,116.44,2.19,7.65,55.21,51.93,2.19,12.03,3.28,2.73,2.19,1.09,8.2,4.92,2.19,0.55,1.09,0,61.77,3.83,0.55,1.09,0.55,0,34.99
