stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,167.54,461.76,0,4.09,0,0,0,4.09,0,0,4.09,0,0,0,0,0,0,16.35,40.86,65.38,0,0,0,0,20.43,49.04,0,0,32.69,0,0,0,0,0,0,0,0
72hpf,227.87,261.03,0,16.05,5.35,6.42,0,3.21,0,0,5.35,0,0,0,5.35,0,4.28,57.77,3.21,230.01,0,1.07,2.14,3.21,424.71,39.58,5.35,1.07,236.42,13.91,0,13.91,1.07,74.89,0,0,0
21Day,140.55,54.88,0,64.25,5.35,26.77,0,18.74,0,0,16.06,0,2.68,4.02,12.05,4.02,0,30.79,2.68,501.95,0,0,20.08,1.34,159.29,20.08,6.69,1.34,147.24,36.14,0,9.37,9.37,18.74,5.35,0,8.03
3Month,0.64,39.35,0.64,73.91,1.92,0,0.32,0.96,0.32,0.64,17.6,0.32,12.16,102.06,0.32,4.8,3.84,8.32,4.8,45.75,2.56,0,12.8,7.36,1.6,0.32,12.16,0.32,3.52,6.4,2.56,1.28,0,0.32,325.39,2.88,3.2
22Month,0,36.63,0.55,31.16,2.19,0,4.37,2.73,0.55,0,98.4,4.37,35.53,65.6,7.65,4.92,3.28,2.19,8.2,58.49,1.09,1.09,8.2,1.09,8.2,1.09,14.76,0,3.28,1.09,0,1.64,0,1.09,67.79,0,2.73
