stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,126.68,16.35,0,11584.96,0,0,0,0,0,0,0,4.09,0,0,0,0,8.17,36.78,24.52,73.56,0,0,0,28.6,890.84,0,0,0,61.3,0,0,0,0,0,0,0,0,0
72hpf,494.24,41.72,2.14,66349.52,49.21,488.89,0,5.35,0,5.35,1.07,0,1.07,0,10.7,3.21,66.33,1668.87,29.95,1108.3,22.47,6.42,5.35,2736.53,1478.45,9.63,12.84,0,20614.88,4.28,1.07,170.1,9.63,11.77,36.37,0,0,0
21Day,418.96,29.45,41.49,20031.15,28.11,1290.35,0,93.7,12.05,44.17,1.34,0,172.67,22.76,218.18,174.01,104.41,882.09,190.07,1475.06,2.68,136.53,0,1319.79,493.92,20.08,22.76,0,82513.87,1587.5,8.03,81.65,159.29,429.67,66.93,2.68,0,182.04
3Month,0,0,0,11.84,0,0,0,0,1.92,1.28,0,0,7.68,0.64,0,5.44,0.96,2.24,1.28,4.8,0,0.64,0.64,0.64,0.32,0.96,1.28,0,7.68,0.96,35.19,0,0,0,0.64,0.96,10.24,1.6
22Month,0.55,3.28,0,9.29,0,0,1.09,0,2.19,2.19,2.19,0,28.97,0.55,0,6.56,1.09,0.55,2.19,8.75,2.73,1.09,0,1.09,0,2.73,3.28,0.55,0,0,16.4,1.64,0.55,0,0,0,0,2.19
