stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,4.09,0,12.26,4.09,0,0,0,0,0,0,0,0,0,0,0,0,16.35,16.35,12.26,0,0,0,0,16.35,147.11,0,0,0,0,0,0,0,0,4.09,0,0,0
72hpf,1.07,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,1.07,7.49,1.07,2.14,0,1.07,0,0,8.56,7.49,0,0,2.14,0,0,0,0,0,0,0,0,0
21Day,0,0,0,5.35,2.68,1.34,0,0,0,1.34,0,0,0,1.34,1.34,0,1.34,5.35,1.34,6.69,0,0,1.34,0,1.34,1.34,0,1.34,1.34,1.34,0,0,0,0,0,0,0,0
3Month,0,0.32,1.28,31.99,0,0,0.64,0.64,0.32,13.12,21.76,0.64,32.31,36.79,0.64,24.96,2.24,11.2,10.56,4.8,0.96,0.64,3.52,2.56,0.96,0,0.64,1.6,0,0.64,0.32,3.52,0.96,0,0.32,2.24,0.96,6.72
22Month,0,4.37,0.55,12.03,0,0,0,0,0.55,6.56,25.69,0.55,47.01,4.92,0.55,11.48,0,1.64,11.48,2.73,0,0,1.64,0,0,0.55,0.55,1.09,0,0.55,0,0,1.64,0.55,0,0,0,4.37
