stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,16.35,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,8.17,0,0,0,0,0,73.56,4.09,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,8.56,2.14,0,74.89,1.07,9.63,0,0,3.21,0,0,2.14,0,0,3.21,1034.49,7.49,1.07,25.67,0,14.98,0,0,73.82,68.47,17.12,1.07,20.33,0,0,0,5.35,0,1.07,4.28,0,0,0
21Day,9.37,2.68,70.94,305.19,0,25.43,0,1.34,74.96,0,0,25.43,0,5.35,499.27,4.02,13.39,41.49,29.45,0,0,20.08,0,41.49,13.39,44.17,0,6.69,16.06,0,0,2.68,4.02,4.02,1.34,0,0,2.68
3Month,1.6,9.6,121.26,1085.91,0.32,0,13.76,1.6,1100.63,25.6,0.32,192.29,34.55,1.6,2156.78,9.92,31.36,208.29,27.2,11.52,0.32,1102.55,8.32,5.12,0.96,146.54,6.4,3.52,27.84,0.32,23.04,2.56,0.64,0,0,6.4,28.48,26.56
22Month,0.55,8.75,126.82,534.08,0,0,5.47,0,483.24,12.57,13.12,192.42,7.11,4.92,3323.11,3.28,6.56,76.53,31.16,1.09,8.2,672.39,0.55,1.64,0.55,151.97,2.73,0,1.64,0,6.01,1.09,1.09,0,0.55,1.09,0,9.84
