stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,2676.59,8.17,0,0,0,0,0,0,0,0,0,0,0,0,36.78,20.43,351.43,0,0,0,0,8.17,93.99,4.09,0,0,28.6,0,0,0,0,0,0,0,0,0,0
72hpf,174.38,14.98,0,1093.33,50.28,162.61,0,1.07,0,0,2.14,0,1.07,0,1.07,0,23.54,6705.45,46,6612.38,1.07,2.14,23.54,0,745.64,345.54,4.28,4.28,0,8712.38,3.21,0,0,71.68,2.14,9.63,14.98,0,0,0
21Day,96.37,2.68,2.68,497.93,16.06,161.96,0,13.39,5.35,0,9.37,0,17.4,8.03,26.77,29.45,12.05,1566.08,38.82,11654.61,0,0,362.74,0,223.54,85.67,4.02,13.39,0,2457.55,219.52,0,0,12.05,22.76,99.05,18.74,1.34,0,16.06
3Month,2.56,13.44,1.92,60.15,0.96,0,11.2,0.32,77.75,9.28,113.9,0.32,79.35,23.68,1.28,37.11,5.44,24.32,54.71,3997.45,583.91,0.96,38.71,5.76,7.36,0,7.04,3.52,0,5.76,18.24,0.32,24,0.96,0,0,0.64,11.2,11.2,16.96
22Month,1.09,5.47,2.19,13.67,0.55,0,14.21,0.55,16.95,1.09,30.61,2.73,79.26,4.37,1.64,8.75,0.55,3.28,13.67,1961.94,33.35,4.37,14.21,2.73,4.37,0.55,2.19,3.83,1.09,1.64,2.19,0,3.28,1.09,1.09,0,0,5.47,0,7.11
