stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,2.14,0,0,0,0,0,0,0,0,0,0,13.91,0,0,1.07,0,5.35,0,0,2.14,1.07,1.07,0,0,0,1.07,0,1.07,0,0,0,0,0
21Day,1.34,0,2.68,17.4,0,0,0,1.34,0,0,6.69,0,1.34,14.72,0,0,5.35,0,0,0,4.02,0,0,1.34,8.03,0,0,0,1.34,0,1.34,0,0,0,0,0
3Month,0.32,1.28,8.64,100.46,0.32,1.6,0,62.07,4.48,0,342.99,5.44,0.96,234.84,10.24,4.48,13.12,7.04,0.32,0.64,22.4,8,0.96,0,30.72,0.32,0,0,6.72,4.16,0.32,0,0.32,1.6,2.24,5.44
22Month,0.55,1.09,8.75,40.45,0,2.19,0.55,32.8,7.65,1.64,635.76,2.19,0,183.13,2.19,1.09,8.75,7.65,0,14.21,8.75,0,0.55,0.55,22.41,1.64,1.09,0.55,0,1.64,0.55,0.55,0,0,0,2.19
