stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,110.33,12.26,0,0,0,0,0,24.52,0,0,0,0,40.86,4.09,0,8.17,0,0,0,0,20.43,159.37,12.26,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,8.56,93.07,4.28,0,0,0,0,0,0,0,0,0,5.35,28.88,3.21,6.42,0,3.21,0,0,83.44,211.82,3.21,1.07,0,7.49,0,0,21.4,1.07,0,0,0,0,0
21Day,4.02,0,0,50.86,64.25,9.37,0,0,0,0,0,0,0,4.02,1.34,0,34.8,2.68,36.14,0,0,9.37,0,26.77,73.62,1.34,12.05,0,4.02,10.71,0,73.62,1.34,6.69,0,0,0,0
3Month,0,2.56,0.32,66.87,46.71,0,0.96,6.08,2.56,2.56,0,7.36,5.76,0.32,4.8,10.56,15.36,4.48,18.24,0.64,0,12.16,0.64,3.52,5.44,8,23.36,0,0,1.6,2.56,5.12,0.32,0,0.32,0.32,0.96,2.24
22Month,0,2.19,1.09,68.88,22.96,0,0.55,2.73,1.64,1.09,0,16.95,1.64,0.55,3.28,1.64,11.48,4.37,14.76,0,0.55,18.04,0,1.64,6.56,10.93,4.92,1.64,0,3.28,7.11,4.92,1.09,0,0,0,0,0
