stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,16.35,20.43,0,69.47,4.09,0,0,0,0,0,0,4.09,0,0,0,0,8.17,20.43,20.43,126.68,0,0,0,4.09,24.52,653.82,4.09,0,16.35,0,0,0,0,0,0,4.09,0,0,0
72hpf,5.35,1.07,0,5.35,4.28,7.49,0,0,0,0,0,0,0,0,1.07,0,1.07,10.7,0,21.4,0,0,2.14,0,68.47,25.67,0,0,22.47,0,0,0,4.28,0,0,0,0,0,0
21Day,0,2.68,0,4.02,0,13.39,0,1.34,0,1.34,0,0,0,0,0,0,1.34,0,0,18.74,0,0,0,0,5.35,2.68,0,0,14.72,1.34,0,0,1.34,0,1.34,0,0,0,2.68
3Month,0,3.84,0.32,7.68,0.96,0,1.28,0.64,0.64,1.92,0,0,6.4,4.16,0.64,2.24,1.92,2.56,3.84,65.91,5.76,0,2.88,0,2.24,0.32,1.6,0.96,0,2.56,0.32,279.64,0.32,0,0,0.32,1.92,44.79,3.2
22Month,0,9.29,0,2.19,0,0,1.09,1.09,0,3.28,1.09,0,14.21,2.73,1.64,1.64,0,0.55,2.73,39.91,1.64,0.55,2.19,0,0.55,1.09,1.09,0.55,1.09,0,0,30.61,0.55,1.09,0,0,0.55,0,0.55
