stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,16.35,8.17,4.09,0,0,0,0,20.43,0,0,0,0,36.78,0,4.09,8.17,0,0,0,12.26,65.38,36.78,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,19.26,3.21,0,20.33,5.35,263.17,0,4.28,0,0,0,0,0,1.07,0,19.26,41.72,1.07,28.88,0,1.07,8.56,14.98,1971.63,193.63,4.28,81.3,32.09,0,1.07,57.77,7.49,2.14,20.33,0,0,0
21Day,13.39,1.34,2.68,32.12,1.34,401.56,0,104.41,0,1.34,0,13.39,1.34,6.69,6.69,9.37,21.42,5.35,37.48,0,0,68.27,0,737.53,84.33,5.35,116.45,24.09,26.77,0,107.08,10.71,20.08,12.05,0,0,6.69
3Month,0,1.6,0.32,19.84,0,0,1.92,0.64,0.64,0.32,0,16,2.88,0.64,1.92,6.72,0.64,1.6,3.52,1.28,0,6.08,75.51,10.24,1.6,5.76,53.43,0.64,1.28,7.36,5.76,0,0,2.24,2.88,135.34,2.56
22Month,0.55,2.19,1.09,9.84,1.09,0,2.73,2.73,0,6.56,0,141.58,1.09,0.55,0.55,0,0,2.19,2.73,0,1.64,13.12,5.47,15.31,2.19,4.37,107.69,0.55,1.64,0.55,15.31,3.83,0,0,0,0.55,3.28
