stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.49,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,12.05,2.68,2.68,1711.98,0,53.54,0,2.68,0,10.71,0,1.34,1.34,1.34,2.68,1.34,235.58,9.37,26.77,0,0,4.02,0,54.88,13.39,0,0,0,8.03,41.49,1.34,5.35,0,1.34,0,0,12.05
3Month,0,1.28,1.28,869.94,0,0,0.32,0.32,5.12,5.44,0,49.59,5.44,0.32,9.6,40.31,63.67,1.6,7.04,1.92,1.6,5.44,1.28,1.6,0,1.28,0,0,0,2.56,15.36,0.32,0,0,23.36,3.2,24
22Month,0,17.49,1.64,2174.05,1.09,0,2.19,0,1.09,56.31,12.57,82.54,2.19,2.19,6.56,1.64,5.47,50.29,16.4,0,2.19,2.19,0.55,4.37,0,1.64,1.64,1.09,0.55,69.43,2.19,0,0.55,0,0,0,53.03
