stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,98.07,4.09,0,16.35,0,0,0,4.09,4.09,65.38,0,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,7.49,0,0,5.35,0,0,0,0,0,0,0,0,2.14,0,6.42,2.14,1.07,1.07,0,1.07,0,2.14,16.05,22.47,1.07,0,0,6.42,1.07,0,0,1.07,0,0,0,0,0
21Day,5.35,0,0,12.05,1.34,0,5.35,0,0,0,0,0,5.35,0,13.39,1.34,2.68,16.06,0,0,1.34,2.68,13.39,12.05,0,0,0,2.68,1.34,0,0,1.34,1.34,0,0,0,4.02
3Month,0.32,1.6,0.32,286.99,0,1.28,0.64,2.88,4.8,0,23.68,7.68,1.28,12.8,828.35,11.84,6.72,8.64,2.56,0.32,2.56,21.12,2.24,0.32,0.96,0.96,0,0.32,2.24,0.32,13.12,1.92,0,0.32,2.56,2.88,8
22Month,0,0.55,0.55,275.51,0,4.37,1.09,1.09,4.37,3.83,75.98,2.19,2.19,6.56,124.64,0.55,6.01,7.11,0,1.09,1.09,4.37,1.09,1.09,1.09,0,0.55,0.55,1.64,0,4.92,0.55,0,0,0,0,1.09
