stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,8.17,0,0,0,0,0,0,20.43,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.07,1.07,0,0,0,0,0,0,0,0,0,0,0,6.42,0,2.14,0,0,0,0,8.56,2.14,0,0,0,1.07,0,0,0,0,0,0,0,0
21Day,0,0,0,5.35,0,0,0,0,0,0,0,0,0,4.02,0,0,1.34,1.34,2.68,0,0,0,0,5.35,1.34,0,0,0,1.34,2.68,17.4,1.34,0,0,0,4.02,0
3Month,1.6,8,2.56,62.39,0.96,2.56,0.96,0.32,11.52,23.04,0,108.14,34.87,1.6,34.55,8.64,22.4,26.24,30.4,3.84,0.64,8.96,23.36,9.28,1.6,7.36,4.48,0,1.6,38.07,5889.63,4.48,0.96,0.32,25.92,2242.2,15.36
22Month,0,0.55,0,3.28,0,0,0,0,1.64,2.73,2.73,35.53,0.55,1.09,2.73,0,0.55,2.19,3.83,0,1.09,0.55,0,1.09,0.55,0.55,0.55,22.96,0.55,1.64,420.38,1.64,0,0,0,8.2,1.64
