stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12.26,8.17,0,32.69,20.43,0,0,0,0,0,0,12.26,0,0,0,0,8.17,24.52,49.04,44.95,0,0,0,0,40.86,343.26,0,0,0,20.43,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,1.07,5.35,6.42,0,0,0,0,0,0,0,0,0,0,3.21,7.49,6.42,3.21,0,4.28,0,0,187.21,7.49,0,0,0,6.42,0,1.07,2.14,0,1.07,0,0,0
21Day,0,2.68,0,25.43,2.68,1.34,0,0,2.68,0,0,0,0,0,1.34,1.34,0,9.37,8.03,2.68,0,0,6.69,0,116.45,18.74,0,0,0,1.34,1.34,17.4,8.03,0,1.34,0,1.34,0
3Month,0.32,0.32,0,11.84,0.96,0,0,0,13.12,1.6,0,0,62.39,4.8,0,7.68,3.2,5.12,3.2,2.24,0.96,0,6.4,0.96,1.92,0.96,0.64,0.32,0,0,1.28,59.19,0.64,0,0.64,2.24,38.39,2.24
22Month,0,2.19,1.09,14.76,0,0,0.55,0.55,20.23,9.84,10.39,0,108.24,2.19,2.19,8.2,1.09,3.83,8.2,8.2,0.55,2.19,1.09,0,1.64,0,1.09,1.09,2.73,0.55,0,20.23,1.09,1.09,0.55,0.55,0,0.55
