stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,12.26,0,0,0,0,0,0,0,8.17,0,0,0,0,0,0,4.09,12.26,0,0,0,0,4.09,106.25,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,5.35,1.07,0,0,0,1.07,0,0,0,0,0,0,0,0,0
21Day,0,0,0,0,0,0,1.34,0,0,0,0,0,0,0,0,0,0,0,2.68,0,0,0,0,0,4.02,2.68,0,0,0,1.34,1.34,0,0,0,0,0,0,0,0
3Month,0,0,0.32,1.6,0,0.32,0,0,0.64,1.6,0,0,11.52,0.32,0,3.52,0,0.64,0.64,0.64,0,0,0,0.64,0,0,0,0.64,0,0,0,0,0,0.32,0,0,0,0.32,0.64
22Month,8.75,322.53,31.16,545.01,3.28,20.23,18.59,1.64,114.25,391.4,86.37,0,1047.94,136.66,108.24,414.91,31.16,82.54,319.25,353.69,17.49,20.77,85.28,6.01,47.56,7.11,78.17,72.71,1.64,21.32,9.84,0.55,22.96,33.35,3.28,2.73,73.25,0,273.33
