stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,16.35,0,0,0,8.17,0,0,0,0,0,0,0,24.52,0,0,4.09,0,0,0,0,57.21,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.07,1.07,1.07,0,0,0,0,0,0,0,0,0,2.14,4.28,0,0,0,0,0,196.84,5.35,2.14,2.14,0,4.28,0,2.14,2.14,43.86,44.93,0,0,0,0
21Day,12.05,0,0,18.74,0,10.71,0,2.68,0,0,0,10.71,0,5.35,4.02,0,16.06,4.02,17.4,0,1.34,0,190.07,18.74,4.02,6.69,0,8.03,17.4,5.35,21.42,354.71,1544.67,2.68,0,0,1.34
3Month,0,0.64,0.32,8.32,1.28,0,0,0,0.64,1.28,0,7.68,0.96,0.32,4.48,1.6,3.52,0.32,6.72,1.28,0.32,0.64,103.34,0.32,13.12,1.28,0,0,0.96,32.95,1.92,12.16,6.08,0,0.96,2.56,0.96
22Month,0,1.64,0.55,1.09,0,0,0.55,0,0,3.28,0.55,27.88,0.55,0,2.73,0.55,2.19,1.64,4.92,0,1.09,0,63.96,1.09,26.79,10.39,0.55,0,0.55,97.85,12.03,48.11,4.92,0.55,0,0,0.55
