stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,143.02,0,0,0,0,0,0,0,0,0,4.09,0,0,4.09,0,171.63,0,0,0,4.09,122.59,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,67.4,5.35,0,14.98,1.07,4.28,0,0,0,0,0,0,0,0,0,0,67.4,2.14,426.85,0,9.63,3.21,31.02,49.21,0,1.07,134.79,0,0,10.7,0,2.14,0,0,0
21Day,57.56,1.34,0,16.06,0,16.06,0,5.35,0,0,1.34,0,0,8.03,0,0,8.03,1.34,370.77,1.34,29.45,0,18.74,30.79,0,0,26.77,12.05,0,8.03,1.34,2.68,0,0,0
3Month,4.16,2.24,0.32,6.08,0,0,0.64,0,0,2.56,0.32,3.52,1.92,0.64,1.92,0.32,6.08,0.96,84.15,3.2,9.92,5.44,0.32,0.32,0.32,0.32,0.32,0.32,0.96,0,0,0,0,3.52,0.64
22Month,1.09,1.64,0.55,2.19,0,0,0,0,1.09,3.83,60.68,18.59,0,0,1.09,0,0.55,3.28,73.25,1.09,4.37,0.55,0,0.55,0,0.55,0.55,0,1.09,0.55,0,0,1.09,0.55,1.64
