stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,0,77.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,2.14,0,0,0,0,0,0,0,0,0,0,0,0,2.14,0,1.07,0,13.91,0,0,1.07,2.14,5.35,0,0,6.42,70.61,0,0,0,0,0,0,0,0,0
21Day,44.17,5.35,8.03,141.88,4.02,80.31,0,21.42,0,2.68,1.34,48.19,4.02,41.49,26.77,14.72,96.37,29.45,148.58,0,0,13.39,5.35,171.33,91.02,4.02,12.05,0,78.97,9158.24,0,0,17.4,8.03,44.17,4.02,0,0,20.08
3Month,0.32,2.24,1.6,13.76,0,0,0.32,0.96,5.12,7.68,0,49.59,2.88,0,10.88,1.6,6.72,4.16,3.84,0.64,0.32,2.88,2.56,0.64,0,12.48,0.32,0,0.32,1696.37,5.44,4.16,0.64,0,0,0.32,1.92,3.52,2.56
22Month,0,2.19,2.19,7.65,0,0,0,0.55,2.73,2.73,0,428.58,1.09,0,1.09,0.55,0,1.64,4.92,0,4.92,2.73,0,0,0.55,6.56,1.64,2.19,0,760.94,0,1.09,0,0,0,0,0,0,1.09
