stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,4.09,0,0,0,0,0,0,0,0,0,0,0,8.17,4.09,0,0,32.69,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,2.14,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,13.91,0,0,0,0,6.42,0,0,0,2.14,0,0,0,0,0,0,0,0,0,0,0
21Day,4.02,4.02,1.34,13.39,0,1.34,0,0,0,0,0,0,20.08,0,0,58.9,0,5.35,0,4.02,0,0,1.34,0,5.35,1.34,0,0,0,1.34,8.03,0,1.34,0,0,0,2.68
3Month,1.28,7.36,2.56,36.79,0,0,2.88,0,0.32,9.92,4.8,0,377.22,3.84,0.32,341.07,0.96,6.08,2.88,8.32,4.8,0.32,1.28,1.28,0.64,0,0.32,1.28,0,0,12.16,2.56,1.6,0,1.28,3.2,3.52
22Month,0,58.49,4.92,92.38,0.55,0,0.55,0.55,0,14.21,3.28,19.68,781.17,1.64,0,576.17,0,1.64,1.64,8.75,1.09,13.12,2.73,0.55,0,0,2.73,1.64,1.64,0,0.55,0,13.12,1.09,0.55,0,1.64
