stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,24.52,4.09,0,81.73,0,0,0,0,0,0,77.64,0,0,0,0,16.35,187.97,809.11,69.47,0,0,0,0,36.78,380.04,32.69,0,0,4.09,0,0,0,0,8.17,0,0,0
72hpf,2.14,0,0,6.42,179.72,1.07,0,0,0,0,0,0,0,0,0,0,3.21,7.49,3.21,0,0,0,0,16.05,7.49,28.88,0,0,2.14,0,0,1.07,0,1.07,0,0,0
21Day,4.02,0,0,5.35,104.41,1.34,0,0,0,0,0,6.69,0,0,2.68,2.68,8.03,22.76,4.02,0,1.34,6.69,0,4.02,0,9.37,0,0,2.68,0,9.37,2.68,0,1.34,0,0,1.34
3Month,0.96,0.32,0.96,22.08,41.91,0,0,3.52,2.56,0,0,41.27,3.52,0.32,3.84,0.32,3.52,50.55,2.88,1.28,0,0.64,1.28,0,0.32,76.47,0,0,0.32,2.24,164.77,0.64,0,0.32,0.32,9.6,2.88
22Month,0,3.28,2.19,39.36,9.84,0,1.64,7.11,20.77,9.29,0,201.17,2.19,2.73,7.11,1.64,1.09,158.53,8.75,0,5.47,3.28,0,1.09,2.19,51.93,0.55,567.43,0,0.55,132.29,5.47,0.55,1.09,0,0.55,3.28
