stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,12.26,4.09,12.26,0,0,0,0,0,28.6,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,3.21,0,0,0,0,0,0,0,0,0,5.35,18.19,3.21,2.14,0,3.21,0,0,13.91,4.28,1.07,0,0,1.07,0,0,1.07,0,1.07,0,0,0
21Day,2.68,1.34,0,8.03,1.34,0,0,1.34,0,2.68,1.34,0,1.34,1.34,8.03,1.34,5.35,0,0,2.68,0,12.05,1.34,0,0,0,1.34,0,1.34,1.34,6.69,0,0,0,0
3Month,0,1.28,1.28,24.32,0,0.96,4.8,5.12,0,131.82,16,0,11.52,0.96,2.56,4.48,3.52,0.64,0,9.28,0.96,0.64,0.32,1.6,1.28,0,0.32,2.24,3.84,0,0,0,0,1.92,3.2
22Month,0,0,3.28,5.47,0,0.55,0.55,3.28,2.19,117.53,4.92,0.55,14.21,0,0,6.01,2.19,0,2.19,9.84,0,0.55,0,0,0,0.55,0.55,0,0,0,0,0,0.55,0,0.55
