stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Spermatocyte,T_cell
24hpf,0,0,0,24.52,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,3.21,1.07,1.07,0,0,0,0,0,0,0,0,5.35,1.07,1.07,0,0,0,2.14,1.07,0,0,0,0,0,0,0,0
21Day,0,0,0,1.34,5.35,0,0,0,0,0,2.68,0,0,0,4.02,0,0,0,0,0,4.02,2.68,0,0,0,0,0,0,0,1.34
3Month,0,0,0,15.68,0.64,0,0,0,1.28,0,3.2,1.28,1.28,7.04,1.28,0.32,1.6,0.32,0,0.32,0.64,0.32,0.32,0,0.32,1.6,0.32,0.96,0.32,0
22Month,0,2.73,0.55,60.13,0.55,0,0.55,1.64,2.73,1.09,33.35,1.09,3.28,3.28,0.55,1.64,1.09,0.55,0.55,0.55,0,0,0.55,0.55,0,0.55,0,0,0,1.09
