stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,16.35,0,0,0,0,0,0,0,0,0,8.17,0,0,0,4.09,0,0,335.09,0,0,0,0,12.26,196.15,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,33.16,56.7,0,46,83.44,128.37,0,21.4,0,0,0,0,0,0,1.07,116.61,145.49,8.56,3429.75,0,7.49,1.07,1.07,799.13,386.19,2.14,3.21,124.1,2.14,0,92,36.37,4.28,4.28,0,0,0
21Day,66.93,18.74,8.03,344,9.37,188.73,0,48.19,0,2.68,8.03,82.99,2.68,76.3,29.45,12.05,163.3,29.45,1982.37,0,2.68,32.12,0,360.07,238.26,4.02,8.03,78.97,72.28,5.35,30.79,10.71,74.96,9.37,0,0,42.83
3Month,0,0.64,0,4.16,0,0,0.32,0,0.32,1.28,0.32,6.72,1.92,0.32,0.64,0,1.6,0.96,12.16,0.96,0,0.32,0.32,0.96,0.32,0.64,0.64,0,1.6,104.3,0,0,0,0.32,0.96,65.27,0.32
22Month,0,0,0,1.09,0,0,0.55,0,0,0,0,2.19,0.55,0,0,0,0,0.55,0,0,0,0,0,0,0,1.09,0,0,0,1.64,0,0,0,0,0,0,0
