stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,3.21,1.07,1.07,0,0,0,0,0,0,0,0,0,1.07,0,1.07,0,0,1.07,0,16.05,38.51,0,0,0,0,0,24.61,1.07,0,0,0
21Day,5.35,0,0,2.68,0,1.34,0,0,0,0,1.34,0,0,0,0,0,0,4.02,0,0,6.69,0,2.68,10.71,0,0,0,1.34,16.06,4.02,0,0,0,0
3Month,0.32,1.92,0.64,19.52,0.64,0,0.32,3.2,3.84,0,26.24,9.28,0.96,8,0.96,6.72,6.4,6.72,3.2,0.32,2.24,3.52,0.96,0.64,2.56,0.96,0,5.76,865.78,1.6,0,4.16,233.24,4.8
22Month,0,0,2.19,1.64,0,0,0,1.09,0.55,0,4.92,1.64,0,2.73,0,0,0.55,0,0,1.09,0.55,0,1.64,0.55,0,0,10.39,0,185.32,0,0,0,0,0
