stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,T_cell
24hpf,4.09,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,65.38,0,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,27.81,6.42,0,27.81,3.21,8.56,0,1.07,0,0,0,1.07,0,2.14,1.07,19.26,37.44,2.14,104.84,0,1.07,6.42,1.07,611.92,353.03,1.07,5.35,0,71.68,0,0,48.14,1.07,2.14,1.07,0,0
21Day,2.68,2.68,0,13.39,0,24.09,0,13.39,0,0,0,1.34,0,4.02,1.34,0,5.35,0,49.53,0,0,4.02,0,30.79,21.42,4.02,4.02,0,12.05,2.68,0,4.02,0,0,0,0,5.35
3Month,0,0,0,0.64,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22Month,0,14.21,1.64,15.85,1.09,0,0.55,0,0.55,5.47,15.31,126.28,1.09,6.56,12.57,1.64,1.64,4.92,22.96,0.55,5.47,2.19,0,3.83,1.09,1.64,9.29,0.55,1.64,0,5.47,1.09,0.55,0,0.55,2.73,1.64
