stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,16.35,12.26,0,322.83,0,0,0,0,0,0,8.17,0,0,0,0,4.09,8.17,8.17,159.37,0,0,0,0,36.78,523.06,0,0,0,12.26,0,0,0,0,4.09,0,0,0
72hpf,19.26,13.91,0,143.35,8.56,6.42,0,0,1.07,0,0,0,0,0,0,2.14,29.95,0,87.72,0,0,4.28,4.28,39.58,56.7,0,0,0,58.84,0,0,23.54,0,17.12,0,0,0
21Day,13.39,2.68,0,45.51,8.03,0,0,1.34,0,0,0,0,0,0,0,0,6.69,1.34,60.23,0,0,14.72,1.34,12.05,14.72,0,1.34,0,25.43,10.71,0,4.02,1.34,1.34,0,0,0
3Month,0.64,13.44,2.88,59.19,1.28,0,0,2.24,4.16,0.96,0,51.19,3.2,0.96,7.04,4.8,46.07,5.44,40.31,4.8,0,4.16,6.72,0.96,1.28,0.96,0.64,0,0.96,0.64,26.56,0.96,0,1.92,13.44,2.24,3.2
22Month,0,16.95,4.37,44.28,0,0,0.55,1.64,6.01,9.84,0,274.42,2.73,1.64,12.03,1.09,14.76,6.01,24.05,0,8.2,2.73,0.55,1.09,3.28,0.55,1.09,0.55,0.55,0.55,21.32,3.28,0,0,3.83,0,0.55
