stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,8.17,0,0,0,0,0,0,8.17,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,2.14,0,1.07,0,0,0,0,5.35,2.14,0,0,0,0,1.07,0,0,0,0
21Day,0,0,0,0,1.34,1.34,0,0,0,1.34,0,0,1.34,5.35,0,0,0,5.35,4.02,0,0,1.34,0,1.34,0,0,0,1.34,5.35,1.34,1.34,0,0,1.34
3Month,0.64,4.8,1.28,28.16,0,0,0.32,0.32,5.44,15.36,0.32,61.43,19.2,1.28,9.6,1.28,11.2,11.84,14.08,3.2,0.64,1.28,3.2,4.16,0.32,3.84,0.32,0.32,1.92,19.2,0.64,4.8,1.6,20.8
22Month,0,5.47,2.19,13.12,0,0,1.09,0.55,0.55,20.77,2.73,55.76,9.29,2.19,6.01,0.55,1.09,9.84,20.23,1.09,0.55,2.73,0,2.73,0.55,0.55,7.65,0.55,0,45.92,1.64,1.64,0,9.29
