stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,8.17,36.78,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,0,3.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.49,2.14,0,1.07,0,0,1.07,0,0,0,0
21Day,0,0,0,69.6,4.02,4.02,0,0,0,0,0,0,0,1.34,0,5.35,14.72,62.91,2.68,0,0,0,0,4.02,4.02,0,1.34,1.34,1.34,0,0,0,0,1.34
3Month,0.32,0.96,0,143.98,2.24,0,0.96,0.64,0.96,3.84,0,36.15,3.2,0.32,4.8,4.8,8.32,5.12,3.52,0.64,0.64,0.64,2.56,0.96,0.32,1.6,0,1.6,15.68,0,0,1.28,16.64,0.96
22Month,0,1.09,0.55,78.17,0.55,0,5.47,0,1.64,1.09,0.55,22.96,2.19,1.64,3.28,0,0.55,4.92,4.92,0,2.19,1.09,0,1.09,0.55,0,0.55,0,11.48,1.09,0.55,0,0.55,0
