stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,8.17,24.52,0,0,0,0,0,0,0,0,0,0,0,0,4.09,32.69,24.52,0,0,0,0,49.04,183.89,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,5.35,11.77,6.42,8.56,6.42,0,1.07,0,0,0,1.07,0,5.35,0,2.14,20.33,4.28,27.81,0,1.07,0,0,248.19,72.75,4.28,0,26.74,0,3.21,12.84,1.07,0,1.07,0,0,0
21Day,5.35,0,22.76,4.02,68.27,0,44.17,0,0,0,2.68,1.34,82.99,2.68,1.34,5.35,30.79,45.51,0,0,9.37,0,73.62,45.51,1.34,2.68,38.82,9.37,4.02,9.37,0,5.35,1.34,0,0,44.17
3Month,0.32,16.32,38.71,2.56,0,1.28,3.84,6.4,12.8,0.64,13.12,12.48,14.08,5.76,4.16,3.84,28.8,8,0.96,0,43.19,2.56,2.88,0.64,5.44,0,1.28,3.52,92.15,0.32,0,0,0,3.52,33.59,148.46
22Month,1.09,27.33,21.32,0,0,1.64,2.19,8.75,11.48,1.64,53.03,9.29,18.04,4.37,1.64,2.73,26.24,13.12,0,1.64,24.6,1.09,4.92,1.64,7.11,2.19,1.09,1.09,21.32,3.28,0.55,0,0,0.55,0,106.6
