stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,4.09,0,24.52,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,0,40.86,0,0,0,0,4.09,335.09,4.09,0,8.17,0,0,0,0,0,0,0,0
72hpf,6.42,2.14,0,10.7,1.07,1.07,0,2.14,0,0,0,0,0,2.14,0,4.28,12.84,5.35,18.19,0,2.14,1.07,1.07,198.98,110.19,1.07,1.07,29.95,1.07,0,8.56,1.07,2.14,0,0,0
21Day,14.72,2.68,1.34,18.74,0,6.69,0,6.69,0,0,0,1.34,0,9.37,0,1.34,8.03,1.34,30.79,0,1.34,6.69,0,57.56,36.14,0,0,8.03,2.68,0,8.03,1.34,1.34,0,0,1.34
3Month,0.32,2.56,0.32,15.68,0.32,0,0.32,0.64,0.96,3.84,0,13.76,1.28,1.28,3.84,1.28,4.16,1.6,5.76,1.6,0,0.64,1.28,1.28,0,1.28,1.92,0,1.28,6.08,0.64,0,0,0.32,1.6,2.88
22Month,0.55,6.56,0.55,11.48,0.55,0,0,0,1.09,4.37,9.29,62.32,0,1.64,12.03,1.09,2.73,3.83,14.76,0,1.09,1.09,0.55,0.55,0.55,1.64,2.73,1.09,0.55,6.56,0,0.55,0,0.55,0,3.83
