stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,4.09,0,0,4.09,0,16.35,0,0,0,0,0,0,0,0,16.35,0,0,0,0,8.17,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,5.35,0,5.35,148.7,3.21,0,3.21,1.07,0,0,0,24.61,0,5.35,35.3,0,9.63,0,0,0,1.07,10.7,43.86,0,0,4.28,20.33,0,0,0,0,0,2.14,0,0,0
21Day,2.68,0,1.34,21.42,179.36,1.34,0,2.68,8.03,1.34,9.37,0,100.39,0,0,26.77,6.69,14.72,0,4.02,1.34,1.34,4.02,5.35,0,1.34,5.35,8.03,0,0,2.68,1.34,2.68,0,0,0,22.76
3Month,0.32,0.32,1.92,26.24,53.11,0,0.32,0,179.49,7.04,34.87,46.71,4.16,9.6,0.96,5.12,34.23,12.48,0.32,0.32,1.6,4.16,0,0.64,0.96,0.32,0.32,4.16,0.32,8.32,0.32,0,0,0.32,2.56,2.88,107.18
22Month,0,0,1.64,18.04,18.59,0,0.55,0,55.21,10.39,46.47,14.21,10.39,15.85,1.09,2.73,12.03,3.28,0,2.73,0,0.55,0.55,0,0.55,0.55,0.55,2.73,0,19.68,1.09,0,0,0,0,0,43.19
