stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,4.09,0,351.43,8.17,4.09,0,0,0,0,0,0,0,0,0,0,24.52,20.43,0,408.64,0,0,0,281.96,130.76,0,0,0,8.17,0,0,0,0,0,8.17,0,0,0
72hpf,17.12,1.07,0,38.51,20.33,10.7,0,0,0,0,0,0,0,0,1.07,0,0,187.21,3.21,320.94,0,0,0,693.22,65.26,4.28,6.42,0,294.19,1.07,0,7.49,1.07,1.07,6.42,0,0,0
21Day,21.42,1.34,0,84.33,9.37,17.4,0,0,0,0,2.68,1.34,4.02,0,2.68,5.35,6.69,36.14,5.35,781.7,1.34,24.09,0,338.65,28.11,0,5.35,0,259.68,36.14,0,0,9.37,10.71,2.68,0,0,1.34
3Month,0.32,0.64,0,11.2,0.96,0,0.32,0.32,0.64,0.96,4.48,0,5.44,1.6,0,2.88,0,26.88,0.32,143.02,19.52,4.16,0.32,0.32,0,3.52,0.32,0,9.28,1.92,5.12,1.92,0,0,0,67.19,0.64,3.52
22Month,0,4.37,1.09,4.92,0,0,0.55,0.55,1.09,0.55,1.64,1.09,16.95,2.19,0,1.64,0.55,4.92,3.28,162.9,3.83,4.37,0,1.64,0.55,4.37,0,0.55,5.47,0.55,6.01,4.92,0.55,0,0,14.21,0,0.55
