stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,6.42,226.8,0,0,0,0,0,0,0,0,0,1.07,1.07,0,0,0,0,0,0,8.56,1.07,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0,1.34,172.67,1.34,1.34,0,0,0,0,0,24.09,1.34,1.34,6.69,1.34,6.69,0,14.72,0,0,6.69,5.35,0,0,0,4.02,0,0,1.34,0,0,6.69
3Month,0,1.6,0,1.6,55.99,0,0,0.64,0.64,0,9.92,0.96,0.64,0.64,0,2.56,1.28,0.32,0,0,0.32,0.32,0,0,0.32,0.32,0,0.32,2.56,0,0,0.96,0.32,1.6
22Month,0,9.84,1.09,2.73,25.69,0,0,1.64,4.37,1.09,32.25,0.55,1.09,1.64,0,2.19,2.73,1.64,0.55,0,0,0,0,0,0,0,0.55,0,0.55,2.19,0,0.55,0,0
