stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,4.09,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,3.21,0,1.07,0,0,0,0,0,0,0,0,0,1.07,3.21,0,0,0,0,0,0,4.28,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0
21Day,2.68,0,0,45.51,0,0,0,6.69,1.34,1.34,0,0,0,104.41,2.68,1.34,8.03,18.74,9.37,0,0,0,0,4.02,2.68,0,0,0,4.02,8.03,0,0,0,0,0,0,0,65.59
3Month,0.32,10.24,8,261.08,1.28,0,4.48,2.24,77.75,46.07,0.32,63.35,93.75,31.36,112.3,12.48,54.71,51.51,13.44,3.2,0.32,17.6,5.76,3.52,0.96,6.4,1.28,0,0,7.04,0.32,22.72,0.96,0,0.32,16.32,9.28,235.16
22Month,0,56.85,19.68,225.77,1.09,0,8.75,9.29,59.59,170.56,44.28,245.99,72.71,88.56,203.36,10.39,34.44,139.4,37.72,1.09,14.76,19.13,0.55,4.92,0.55,12.57,1.09,1.64,1.09,3.83,0,14.21,4.37,1.64,0.55,9.84,0,221.94
